0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,singer,song
0.0,605.4281616210938,4709.900146484375,4650.716552734375,4712.094177246094,5759.329040527344,5807.118896484375,5450.318115234375,5450.318115234375,14059.270935058594,11431.820251464844,12024.241943359375,7365.421875,4797.422302246094,12160.0068359375,12189.389587402344,11816.128662109375,11671.9208984375,14059.270935058594,11431.820251464844,12024.241943359375,6842.730224609375,5142.8818359375,5861.851989746094,5576.2099609375,5512.430603027344,5466.825134277344,14059.270935058594,11431.820251464844,12024.241943359375,6842.730224609375,4797.422302246094,12189.389587402344,10379.989990234375,11816.128662109375,11671.9208984375,14059.270935058594,11431.820251464844,14059.270935058594,11431.820251464844,12467.628356933594,14059.270935058594,12467.628356933594,14059.270935058594,11431.820251464844,14059.270935058594,11431.820251464844,12024.241943359375,6842.730224609375,2421.712646484375,1910 fruitgum company,simon says
1049.0503604412079,1231.6513736248016,1284.2661197185516,1930.1169393658638,1930.1169393658638,1930.1169393658638,1284.2661197185516,1167.0395572185516,657.8441772460938,657.8441772460938,1281.882572889328,1334.272709608078,1930.1169393658638,1930.1169393658638,1930.1169393658638,1845.7398128509521,1784.8755550384521,365.544677734375,365.544677734375,755.0625,755.0625,1142.507568359375,1520.2304077148438,1520.2304077148438,1047.4618530273438,1321.234375,1321.234375,1321.234375,1321.234375,1457.734375,1457.734375,1008.0331420898438,1321.234375,1321.234375,1321.234375,1321.234375,1284.2661197185516,1930.1169393658638,1930.1169393658638,1930.1169393658638,1284.2661197185516,1049.0503604412079,657.8441772460938,657.8441772460938,1231.6513736248016,1284.2661197185516,1930.1169393658638,1930.1169393658638,1284.2661197185516,1363.7376464605331,2 unlimited,get ready for this
102.16741943359375,125.02337646484375,259.57659912109375,224.663818359375,247.58343505859375,480.36566162109375,480.36566162109375,480.36566162109375,480.36566162109375,956.6787109375,904.741943359375,971.9970092773438,956.6787109375,480.36566162109375,480.36566162109375,551.757568359375,137.78948974609375,123.71234130859375,207.558349609375,378.21478271484375,428.997802734375,452.0302734375,452.0302734375,480.36566162109375,480.36566162109375,956.6787109375,904.741943359375,971.9970092773438,956.6787109375,279.827880859375,378.21478271484375,965.7943725585938,965.7943725585938,1310.1317749023438,1495.6571655273438,902.4291381835938,503.484375,480.36566162109375,480.36566162109375,148.99847412109375,148.99847412109375,224.663818359375,298.638427734375,279.73138427734375,956.6787109375,904.741943359375,971.9970092773438,956.6787109375,496.5068359375,949.9926147460938,2 unlimited,let the beat control your body
105.61322021484375,105.61322021484375,529.5995483398438,529.5995483398438,529.5995483398438,529.5995483398438,0.0,758.8378295898438,758.8378295898438,758.8378295898438,758.8378295898438,693.2128295898438,203.4052734375,203.4052734375,203.4052734375,186.41497802734375,864.1395874023438,857.5712280273438,864.1395874023438,903.411865234375,873.706787109375,758.8378295898438,758.8378295898438,693.2128295898438,203.4052734375,203.4052734375,203.4052734375,287.64593505859375,909.5350952148438,900.0956420898438,909.5350952148438,1008.001708984375,873.706787109375,758.8378295898438,758.8378295898438,693.2128295898438,0.0,161.92034912109375,161.92034912109375,529.5995483398438,529.5995483398438,758.8378295898438,1114.8568725585938,909.5350952148438,909.5350952148438,900.0956420898438,1008.001708984375,824.8016967773438,758.8378295898438,758.8378295898438,2 unlimited,tribal dance
229.0693359375,488.2802734375,488.2802734375,575.251708984375,575.251708984375,575.251708984375,575.251708984375,575.251708984375,545.611083984375,242.943115234375,227.36370849609375,227.36370849609375,227.36370849609375,643.7553100585938,643.7553100585938,575.251708984375,575.251708984375,575.251708984375,229.0693359375,488.2802734375,488.2802734375,575.251708984375,575.251708984375,575.251708984375,575.251708984375,575.251708984375,580.8583984375,580.8583984375,653.7568359375,575.251708984375,575.251708984375,580.8583984375,580.8583984375,1255.271240234375,580.8583984375,653.7568359375,229.0693359375,488.2802734375,488.2802734375,575.251708984375,575.251708984375,575.251708984375,575.251708984375,575.251708984375,545.611083984375,95.50579833984375,171.66546630859375,171.66546630859375,171.66546630859375,171.66546630859375,2 unlimited,twilight zone
95.991943359375,95.991943359375,658.23046875,658.23046875,658.23046875,658.23046875,782.7914428710938,658.23046875,658.23046875,658.23046875,658.23046875,658.23046875,755.74609375,658.23046875,473.864990234375,755.74609375,755.74609375,755.74609375,658.23046875,658.23046875,658.23046875,658.23046875,782.7914428710938,658.23046875,658.23046875,658.23046875,658.23046875,658.23046875,755.74609375,658.23046875,560.71484375,755.74609375,755.74609375,755.74609375,658.23046875,658.23046875,755.74609375,658.23046875,517.6708374023438,658.23046875,658.23046875,331.78167724609375,331.78167724609375,331.78167724609375,473.864990234375,376.349365234375,234.26605224609375,331.78167724609375,331.78167724609375,429.29730224609375,38 special,caught up in you
403.75,368.0,403.75,403.75,560.0,560.0,560.0,560.0,432.0,432.0,432.0,304.0,432.0,432.0,432.0,432.0,560.0,560.0,432.0,560.0,432.0,432.0,432.0,304.0,432.0,432.0,432.0,432.0,432.0,260.0693359375,260.0693359375,176.0693359375,176.0693359375,432.0,432.0,304.0,304.0,205.829833984375,205.829833984375,205.829833984375,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,403.75,38 special,fantasy girl
0.0,1041.7655639648438,1070.96875,1100.91796875,195.1875,382.931396484375,384.78411865234375,386.65234375,384.78411865234375,458.0146484375,878.9008178710938,774.827880859375,1728.21484375,928.5599975585938,1342.6830444335938,882.257568359375,1342.6830444335938,184.35247802734375,254.060302734375,382.931396484375,384.78411865234375,386.65234375,458.0146484375,878.9008178710938,568.400146484375,1728.21484375,919.9745483398438,1342.6830444335938,1171.9188842773438,1029.9672241210938,1342.6830444335938,195.1875,255.513427734375,117.27191162109375,119.1865234375,117.27191162109375,195.1875,568.400146484375,568.400146484375,709.6801147460938,919.9745483398438,1342.6830444335938,1342.6830444335938,928.5599975585938,1302.0693359375,928.5599975585938,1342.6830444335938,919.9745483398438,1342.6830444335938,69.95697021484375,5ive,if ya gettin down
0.0,0.0,0.0,915.52734375,0.0,915.52734375,0.0,916.2470092773438,232.282958984375,1141.3324584960938,232.282958984375,305.622802734375,209.6474609375,266.228271484375,221.85931396484375,986.9047241210938,226.76507568359375,263.09515380859375,1530.82421875,400.87347412109375,468.61126708984375,491.427490234375,456.05755615234375,188.81536865234375,1102.273193359375,188.81536865234375,995.5751342773438,81.07220458984375,1651.828125,692.511474609375,468.61126708984375,491.427490234375,571.40625,188.81536865234375,188.81536865234375,188.81536865234375,175.796875,239.5302734375,20.9599609375,0.0,0.0,1533.439208984375,476.45306396484375,460.74609375,645.5189819335938,6897.5458984375,476.45306396484375,460.74609375,662.3705444335938,2493.0004272460938,5ive,slam dunk da funk
518.8681030273438,4008.757568359375,5052.756286621094,3758.2284545898438,4119.318115234375,3312.9291381835938,3926.9730834960938,3203.28125,4726.03125,5097.71484375,6102.222412109375,6298.859375,4838.669677734375,3717.2953491210938,6326.438415527344,4294.653747558594,4355.759216308594,5093.0537109375,5275.814208984375,5905.103942871094,5964.6396484375,5588.901306152344,4434.5927734375,6480.309997558594,6299.99609375,6862.253845214844,6774.023193359375,6135.169677734375,4514.369567871094,7072.832458496094,4953.74609375,3547.3427734375,3426.2557983398438,3033.025146484375,2905.4164428710938,2811.4066772460938,2016.8578491210938,3152.1865234375,3242.7782592773438,2911.6552734375,2955.456787109375,4093.7348022460938,3909.882568359375,4652.90625,3461.3026733398438,3793.2748413085938,3832.0438842773438,2905.835693359375,3306.578125,3306.578125,5ive,until the time is through
