date,epochs,best_epoch,hidden_dim,lstm_layer,batch_size,sequence_length,learning_rate,dropout,model_name,midi_method,train_loss,validation_loss,train_perplexities,validation_perplexities
29/07/2024 4:03,15,9,40,2,16,5,0.001,0.3,merge,graph,"[5.316983365589024, 4.7844752014434375, 4.610647700759306, 4.516704050772103, 4.457377313656443, 4.412137510510078, 4.378714286106427, 4.353772055952541, 4.333691018742241, 4.316257655559013, 4.30202051761401, 4.290866935112781, 4.278703215717654, 4.2705128712733895, 4.261196431875278]","[5.195860958144692, 5.095505016611556, 5.064298817640021, 5.051197946524892, 5.041163228763827, 5.043860209758744, 5.045128747084295, 5.0433571234402095, 5.0404382055703225, 5.046255542298233, 5.050561878164459, 5.050796719784972, 5.051521635100869, 5.044429895089153, 5.044461250985076]","[203.7682595622548, 119.63856046209793, 100.5492543783264, 91.53341078029992, 86.2609766789229, 82.44550342366294, 79.73545049656673, 77.77126791375274, 76.2251163093711, 74.90777240442927, 73.84885597167577, 73.0297531210974, 72.14682045547536, 71.55832641957865, 70.89475347623532]","[180.5234990866288, 163.2862860923959, 158.26942742683838, 156.20948305228669, 154.64980353782926, 155.067454063448, 155.26428773594068, 154.9894613690324, 154.53771948007406, 155.4393373962956, 156.11015473566604, 156.14682020250308, 156.2600544616621, 155.15581888493324, 155.16068401091687]"
29/07/2024 4:24,15,15,40,2,64,3,0.0001,0.1,merge,graph,"[6.474166037705807, 5.904220102261675, 5.8703744476011686, 5.78580054560091, 5.664012946683525, 5.528687738805056, 5.417021641875995, 5.3304575191745025, 5.262251179760064, 5.204049937543172, 5.152299171202099, 5.106858805616533, 5.065382475536118, 5.0276820051366915, 4.993472115928957]","[6.075653234517799, 6.031661728193175, 5.972414347810565, 5.886932484608776, 5.7603470694344, 5.647276646236204, 5.556670486702109, 5.492295984951955, 5.440254758438974, 5.397940773334144, 5.362846095606966, 5.32995767323476, 5.301350360546472, 5.27739375852189, 5.25453211766369]","[648.1784457627103, 366.5812184105595, 354.3816527865461, 325.642627565612, 288.30326992843607, 251.81324935822192, 225.20737443221503, 206.53244509731576, 192.9152898306794, 182.0078717551079, 172.82839593586726, 165.15076857351158, 158.44103030419365, 152.57892530268055, 147.44749052080306]","[435.1336540201005, 416.4064090500853, 392.4520435857726, 360.29836671146063, 317.45848993853156, 283.5182928800406, 258.9591912909666, 242.81406478348612, 230.50089803027282, 220.9509593133789, 213.33124436678412, 206.42923648955934, 200.60751963567452, 195.85875437926015, 191.4318972942087]"
29/07/2024 4:45,15,15,40,2,64,3,0.0001,0.3,merge,graph,"[6.501507718412479, 5.907477147272124, 5.860228059329001, 5.793852008298541, 5.685630659474223, 5.564735451519147, 5.464833886238079, 5.386551920755463, 5.3233525995547115, 5.2733483989283725, 5.229094510199693, 5.1892602349814085, 5.151920240564949, 5.117659147495711, 5.085391459062121]","[6.077304138327545, 6.032323441415463, 5.972523914193207, 5.899687587090258, 5.7853083430596115, 5.682862366370435, 5.604655900091495, 5.540382825203662, 5.49163222222958, 5.453552564584984, 5.416104525440144, 5.387290727867271, 5.35967424050817, 5.33471768307236, 5.315425956474161]","[666.1452357164059, 367.77713646114233, 350.8041390543232, 328.2751104821096, 294.6035810160657, 261.0561325705499, 236.23660969740925, 218.44885649545193, 205.07024921906333, 195.06803573721777, 186.62374109551178, 179.3358374696168, 172.76291836818936, 166.9441203091934, 161.643203550958]","[435.85261112849344, 416.6820418616798, 392.49504549228755, 364.923443260135, 325.4823848759336, 293.78915975287697, 271.6884213869235, 254.77551528013177, 242.6529473366074, 233.586524852851, 225.0009277299504, 218.61030769750138, 212.65566056497175, 207.41418400623314, 203.45115601156786]"
29/07/2024 5:06,15,9,40,2,64,3,0.001,0.1,merge,graph,"[5.759444234603932, 5.166167228704989, 4.894283273750099, 4.737867814189983, 4.632133342674074, 4.556527720014026, 4.49678947546132, 4.447846104611717, 4.406648726224704, 4.371997095503897, 4.342641246328596, 4.3162020855599295, 4.293004606961226, 4.273197536980939, 4.253894887760685]","[5.528181485410006, 5.255363992475114, 5.1553719601541195, 5.117750685170011, 5.103353671307834, 5.091616439819336, 5.092709855313571, 5.086694366527054, 5.079556735056751, 5.0854146741471205, 5.0863826355844175, 5.089373944840341, 5.087314603013812, 5.095330639605252, 5.0899292918871035]","[317.1720066995702, 175.24188660181352, 133.52427196016225, 114.19046663569652, 102.73299518262017, 95.25216277174117, 89.72859251983974, 85.44271100293068, 81.99421747865408, 79.20164711446171, 76.9104106435547, 74.90360989524181, 73.18603374727857, 71.75069471134495, 70.37899750507664]","[251.68580030929473, 191.591210922981, 173.3602778834768, 166.95940268515048, 164.5729062825802, 162.6525677595494, 162.83051186300628, 161.85394694727967, 160.70280621824617, 161.64695615522632, 161.8034999271855, 162.28822885978653, 161.95436580920412, 163.25781520106318, 162.37838017872548]"
29/07/2024 5:27,15,14,40,2,64,3,0.001,0.3,merge,graph,"[5.79963834232928, 5.228102039567166, 4.9888316830031885, 4.85214188198656, 4.76109875060184, 4.692891078468617, 4.638845717545119, 4.59663193219993, 4.560485049385433, 4.528779222204413, 4.504781331362736, 4.485010158243093, 4.46480729386296, 4.448181864372328, 4.433097060632275]","[5.5590814788386504, 5.308051854259563, 5.206173515319824, 5.162236973924457, 5.142524775019232, 5.119754019323385, 5.115435519308414, 5.1031096269499585, 5.0947623432807205, 5.0996594114123655, 5.093109368378261, 5.090351685937845, 5.091453107797874, 5.090149395420866, 5.0969784439734696]","[330.1801261385435, 186.43861439474486, 146.76485541714058, 128.01428790994828, 116.8742710520788, 109.16833824616931, 103.4248971126175, 99.14980935794678, 95.6298537841352, 92.6453925812432, 90.44856362211871, 88.67785161955904, 86.90428093775327, 85.47140404383774, 84.19176053929824]","[259.58429311984753, 201.95640439046437, 182.39479030715856, 174.554493040005, 171.14733179966447, 167.29421341568622, 166.57331108128545, 164.53274809373184, 163.16506274267024, 163.96605282239207, 162.8955777763015, 162.44698232803194, 162.6260035563129, 162.4141241675543, 163.52705390753437]"
29/07/2024 5:53,15,15,40,2,64,5,0.0001,0.1,merge,graph,"[6.405101865345365, 5.911327173571014, 5.885854174705735, 5.828861362822831, 5.6775440651737235, 5.52586015065511, 5.403679710240071, 5.306130987314684, 5.227244920545449, 5.162145559672529, 5.105093963478085, 5.052208770261919, 5.001991045470082, 4.955987375465025, 4.913746344161792]","[6.059133069143549, 6.055036082467199, 6.02955016255832, 5.909244925350291, 5.768105294767895, 5.643502266234772, 5.549846284743045, 5.476400877586336, 5.42222447087103, 5.377477046654705, 5.340754813567767, 5.30511870402347, 5.272555923280607, 5.246659386747237, 5.223968227553277]","[604.9234162728591, 369.19581733559613, 359.91006280818357, 339.9713545790661, 292.2308479716694, 251.1022309057437, 222.22262845241744, 201.56884535280196, 186.27888277624785, 174.53853700091904, 164.85956058158817, 156.36746313726306, 148.70895082037197, 142.02276696158106, 136.14851938252235]","[428.0042259052922, 426.25428548340534, 415.5280672511369, 368.42785981841075, 319.93098311549323, 282.4502040598895, 257.19801760766785, 238.98502130089824, 226.38214330054623, 216.47542847390287, 208.6701579262054, 201.3649038193406, 194.9135103061462, 189.93072240451474, 185.66950298693587]"
29/07/2024 6:18,15,15,40,2,64,5,0.0001,0.3,merge,graph,"[6.416757367948322, 5.911263585632274, 5.885791824652803, 5.811009590018145, 5.665792436650941, 5.51904415857787, 5.400377383856476, 5.310128512731124, 5.235765343114198, 5.17484084518918, 5.1215407463303775, 5.073882871105473, 5.031498650980606, 4.9942739643079594, 4.960140091582105]","[6.058928997344391, 6.051265038464912, 6.026467424835089, 5.893155266576847, 5.751357827349761, 5.6308801310144, 5.5424938709563625, 5.471632937514737, 5.420319727618431, 5.377084158219312, 5.33942861430092, 5.3093770248355066, 5.2805098707685, 5.257163470235614, 5.236697123531153]","[612.0153524793906, 369.1723416809727, 359.8876230962825, 333.95611429526133, 288.816759444067, 249.39653968178976, 221.48998717955942, 202.3762346396727, 187.87283851827297, 176.76847848376627, 167.59338969849105, 159.7935822050505, 153.1623777311972, 147.56576846621724, 142.613773486768]","[427.91689122444035, 424.6498888431608, 414.249075613928, 362.54741530297787, 314.6175667242981, 278.9074847670803, 255.31392615459788, 237.8482671825908, 225.95135384248613, 216.3903944870377, 208.3936031396622, 202.22420847904465, 196.47002414035455, 191.93628542997877, 188.0479763324033]"
29/07/2024 6:43,15,8,40,2,64,5,0.001,0.1,merge,graph,"[5.832500596816557, 5.103618253710249, 4.782861625296377, 4.607220857116813, 4.489013262988614, 4.400043534031096, 4.330228225006047, 4.272048622357456, 4.2254466891338, 4.187098576381452, 4.15515192162641, 4.126945585221705, 4.103828920701574, 4.083306474559615, 4.065589703296345]","[5.560020194760747, 5.204928544990917, 5.123342097032206, 5.0864610708258455, 5.0764033440854615, 5.06644846006038, 5.067250421291975, 5.061498750751916, 5.067108981056358, 5.069853457207915, 5.069111260171172, 5.072959733099992, 5.077514743623625, 5.076779283951444, 5.08400272507178]","[341.21084391742534, 164.61645513837334, 119.44567019808333, 100.20527751927627, 89.03354982177984, 81.45441462680182, 75.96162093244112, 71.6683066264465, 68.40505251876077, 65.83150850526026, 63.76165058569453, 61.98829551588707, 60.57176865217898, 59.34135650992102, 58.29927766397096]","[259.8280834359489, 182.16785549794247, 167.89555624089547, 161.8161915214938, 160.19684560513863, 158.61001604259528, 158.73726614440827, 157.8268823108073, 158.71481589580523, 159.15100320197413, 159.03292562283792, 159.64613874208797, 160.3749872803103, 160.25708130759776, 161.4188799388439]"
29/07/2024 7:08,15,8,40,2,64,5,0.001,0.3,merge,graph,"[5.859625874841966, 5.18778914471689, 4.897860123076157, 4.737532642448013, 4.629069801993923, 4.5498807339666305, 4.490006245152609, 4.443937577082568, 4.406217633471514, 4.374947263011751, 4.3485564504069565, 4.326546956763096, 4.3071144732105395, 4.288721885626004, 4.2735821839355825]","[5.598734507542599, 5.269900854096213, 5.166035866102791, 5.124172232450188, 5.099493988566525, 5.093194479271486, 5.084533986936504, 5.078194756018345, 5.084733898648745, 5.084297135755589, 5.088795921195143, 5.084989987398735, 5.078434123739091, 5.08683225319866, 5.089328914540802]","[350.59295383641006, 179.07221222084712, 134.00272332645605, 114.15219963144538, 102.41875006980104, 94.62112255597339, 89.12200245742682, 85.10940760188137, 81.95887798354298, 79.43565024484305, 77.36669960898836, 75.68249990452193, 74.22599852303547, 72.8732685801895, 71.77829870611512]","[270.08440129600467, 194.39668785459972, 175.21886788350793, 168.03499015516078, 163.93893133463172, 162.90944255444185, 161.5046584174015, 160.48408134791916, 161.5369483176577, 161.4664103780576, 162.19444953211362, 161.57832141019534, 160.52250065467493, 161.87626598802427, 162.28092113676502]"
29/07/2024 12:03,15,15,40,2,16,3,0.0001,0.1,naive,modified,"[6.043592095723918, 5.685907729642846, 5.464538849466621, 5.289109219301704, 5.179401596378921, 5.094303329229155, 5.024725879290232, 4.965366372296643, 4.913094778124704, 4.867444637627107, 4.828040393798248, 4.792885151669931, 4.761813400805395, 4.732577685603131, 4.706277120821054]","[6.011694802447221, 5.828452540129776, 5.6310140451198905, 5.527300209361688, 5.453669512937517, 5.401247045110325, 5.358917570557892, 5.326017210931342, 5.299458825850446, 5.279014906302321, 5.260346717842541, 5.247079272560661, 5.237491654058802, 5.228000921242935, 5.217603869042824]","[421.40404308009903, 294.685218189025, 236.16692149158104, 198.16682358281938, 177.5765167624607, 163.0901848724588, 152.12854881073713, 143.36106417526813, 136.05983852514768, 129.98832485659491, 124.96583673135984, 120.64895754010973, 116.95782512608844, 113.5879794063316, 110.6394947596715]","[408.17450955149786, 339.8323949811794, 278.94483691435147, 251.4640933486465, 233.61384400954043, 221.68269222143374, 212.49481127945077, 205.61741040035113, 200.22842220300467, 196.17652787350204, 192.54823963538857, 190.01048836551163, 188.19744556133165, 186.4197629876127, 184.4915880180049]"
29/07/2024 12:50,15,8,40,2,16,3,0.001,0.1,naive,modified,"[5.329395538663186, 4.812184810463999, 4.645734764585726, 4.547002892405493, 4.480326519612484, 4.432292919394165, 4.393445315867363, 4.3627829018693705, 4.339011562084872, 4.318580997653031, 4.299614808830529, 4.284176441189836, 4.2719870390600985, 4.260836782164398, 4.250312986356957]","[5.315184448576216, 5.221044278588593, 5.20679833743778, 5.188856668076943, 5.187734635953371, 5.193724290570229, 5.190085009875031, 5.180824451841881, 5.196345003324918, 5.190704960508395, 5.199862309317097, 5.199449463947574, 5.196386526482158, 5.200433603599794, 5.20425419416121]","[206.31322808836626, 123.0000559762773, 104.13985595895997, 94.34920940606692, 88.26348773086553, 84.12408568645623, 80.91872985467627, 78.47521966292513, 76.63175615769205, 75.08201111491368, 73.67141065667055, 72.54277886731185, 71.66389319170672, 70.86926078313938, 70.1273578184387]","[203.40202688332008, 185.12740775152426, 182.5087902174663, 179.26347806274237, 179.0624514820037, 180.13819216269536, 179.48381017958837, 177.8293623181121, 180.61090176799598, 179.59511577981144, 181.24728409464234, 181.1724724365512, 180.61840145857363, 181.35085921491992, 182.04505186446136]"
29/07/2024 13:57,15,15,40,2,16,5,0.0001,0.1,naive,modified,"[6.031243001604251, 5.651450756950595, 5.421493198213716, 5.2395700457421786, 5.100677326337284, 4.996380965124053, 4.916001412146369, 4.84830837316499, 4.789340703519011, 4.736776906699789, 4.689478288899219, 4.648049979078421, 4.6109077464753865, 4.576947009028999, 4.54598615348176]","[6.029231904109454, 5.795917176916002, 5.61887828942255, 5.496274830332403, 5.410127152373072, 5.351332098296392, 5.311523015088889, 5.281729115538134, 5.254133947054004, 5.232927817502257, 5.21386478727071, 5.200937697387838, 5.188759712384954, 5.1774132341095696, 5.171868884380672]","[416.2320851143982, 284.70420296220533, 226.2166567443178, 188.58900032815419, 164.1330412903482, 147.87701744658293, 136.45588999028112, 127.52448344267005, 120.2220805342619, 114.06596332348025, 108.79640470654304, 104.38124138443783, 100.57540518123736, 97.21713763370245, 94.2533296430436]","[415.3958429748559, 328.9537544540907, 275.5800886973094, 243.7821089754294, 223.6600247754971, 210.88903576519297, 202.65864564167174, 196.70971528106944, 191.3556899117265, 187.34050014625083, 183.8030469420239, 181.44230010196188, 179.246098290726, 177.22378111594688, 176.2439093790501]"
29/07/2024 15:03,15,7,40,2,16,5,0.001,0.1,naive,modified,"[5.233677638778936, 4.657545367408316, 4.472437149046647, 4.3664108480159625, 4.294387684724527, 4.242728554231446, 4.203176197567078, 4.170401362563855, 4.146095409239751, 4.123210431976936, 4.104431732331696, 4.08879059431453, 4.075913007548924, 4.064780953632508, 4.054904757939096]","[5.270080944545428, 5.192213811500718, 5.173942761689272, 5.175546359366006, 5.176403770861065, 5.176751866251281, 5.170899518913061, 5.18363580833708, 5.180802458392701, 5.18300550536362, 5.188871676714701, 5.181142088501782, 5.191523301337403, 5.1875174821337, 5.189663950385593]","[187.4810247168166, 105.37710236669068, 87.56988401470768, 78.76044060397159, 73.28732575435312, 69.59749353275173, 66.89847673330284, 64.74143168044719, 63.18679940989084, 61.75719160569784, 60.608293026332305, 59.66768561149945, 58.90423605722267, 58.25214720369915, 57.679669203979934]","[194.4316999940226, 179.8663025872646, 176.60979689525982, 176.89323515497787, 177.04497048871193, 177.1066097543496, 176.0731473981768, 178.33000746715123, 177.825451280078, 178.2176409493828, 179.2661685835384, 177.88585641461432, 179.7421459479341, 179.02357160831406, 179.40825272631932]"
29/07/2024 15:20,15,15,40,2,64,3,0.0001,0.1,naive,modified,"[6.483335452534283, 5.895056905355741, 5.842964530389843, 5.768060323586034, 5.672582414437297, 5.571438141889796, 5.478130685844549, 5.386990871915849, 5.311012088056392, 5.249549175584596, 5.196581131439145, 5.150866819464642, 5.108680133636181, 5.0698356078221245, 5.033631144957399]","[6.172070558006699, 6.128447207244667, 6.052926387335803, 5.984344546859329, 5.8895587905033215, 5.808415002114064, 5.725651191698538, 5.653028923917461, 5.598855770117527, 5.555324443288751, 5.520863221303837, 5.491099854578843, 5.462097422496693, 5.437331989810273, 5.414859442292033]","[654.1491951195501, 363.23750547025685, 344.7999971037853, 319.91659576457903, 290.784491694165, 262.81178823179084, 239.39877732045224, 218.54476592273284, 202.55512830839817, 190.48037589474356, 180.65355411515026, 172.5810220881402, 165.45183638417444, 159.14816247967164, 153.48934408215976]","[479.1772439099902, 458.7233051397861, 425.3559668150323, 397.16211476107355, 361.24586410012637, 333.09075890638536, 306.6328770275611, 285.1538684609377, 270.11715441177716, 258.6108554673652, 249.8506205066492, 242.52380113676926, 235.5910404718212, 229.8281808139053, 224.7209571959898]"
29/07/2024 15:37,15,12,40,2,64,3,0.001,0.1,naive,modified,"[5.746760966985122, 5.1283288257177855, 4.882317143937816, 4.734026445194232, 4.634608075371554, 4.560192997638996, 4.502300827000851, 4.456013299051336, 4.417089843331372, 4.38264812932764, 4.353514058334771, 4.325617971527936, 4.3017720430591035, 4.279886793930793, 4.260789702269545]","[5.599517900396037, 5.380602218814798, 5.297030968440546, 5.260619017723444, 5.231222350855131, 5.224891028694205, 5.225613092248504, 5.220250753132072, 5.221577790137884, 5.2206265966634495, 5.223650863847217, 5.219756389791901, 5.224113098672919, 5.2239379455914365, 5.222413079964148]","[313.1746327257582, 168.73489687002404, 131.93602472656696, 113.7526603436699, 102.98754672851311, 95.60192899626601, 90.2244835961639, 86.14339565622848, 82.85481367999631, 80.04973502572608, 77.75120570001305, 75.6122246269523, 73.83050868956863, 72.23226241395972, 70.86592434433355]","[270.2960663834385, 217.15300968380276, 199.74288578957518, 192.6006776372162, 187.02126946760978, 185.84091809499216, 185.97515550698515, 184.98056271111807, 185.22620171316638, 185.05009952570597, 185.61058757466694, 184.8891377027177, 185.6964030841935, 185.66388063525986, 185.38098391001262]"
29/07/2024 15:57,15,15,40,2,64,5,0.0001,0.1,naive,modified,"[6.416967349823075, 5.898733881186154, 5.871052826093102, 5.782179083085622, 5.64703530273855, 5.502709464593367, 5.386995194335578, 5.300724747004332, 5.230978824072816, 5.169902274102876, 5.1160428293224935, 5.066115684982903, 5.01875014758672, 4.9746574014927, 4.933698357556404]","[6.156657932566947, 6.161454517014173, 6.117106385782463, 5.98217393427479, 5.854899206940009, 5.740720182859978, 5.66224293806115, 5.6014626723568455, 5.5551111479194795, 5.515447804716979, 5.480051152560176, 5.4454447079677974, 5.414250737955781, 5.387973067711811, 5.363095412448961]","[612.1438781040354, 364.5755795239681, 354.6221392389282, 324.46545782110235, 283.44987583992395, 245.35581536871425, 218.54571056698225, 200.48205610466945, 186.97573032485724, 175.8976468887516, 166.67450344564145, 158.55724336342124, 151.22218022350302, 144.699242910637, 138.89223678983257]","[471.8484872983235, 474.11718506445465, 453.55039400881174, 396.30096462644434, 348.93972757854937, 311.2885149267549, 287.7934220055234, 270.8222420744838, 258.55570085177175, 248.50123235935925, 239.85897646118207, 231.70029577206626, 224.58421019836535, 218.75952512357878, 213.38443806969588]"
29/07/2024 16:18,15,6,40,2,64,5,0.001,0.1,naive,modified,"[5.764090148286788, 5.071385914027089, 4.779102433811534, 4.609269957951825, 4.491363759594734, 4.403894448420817, 4.33557801395153, 4.280184589050434, 4.233673003486511, 4.196067684828633, 4.162598502154302, 4.134076244802989, 4.109123173486504, 4.086796875152523, 4.067245644050014]","[5.589571141872276, 5.337521018625116, 5.257924645125461, 5.217476534194687, 5.205552127085576, 5.1929230308857095, 5.1939439643807965, 5.193673782608136, 5.198385356234855, 5.19667679679637, 5.2024324653910945, 5.201462676735963, 5.209966951487016, 5.208961709826982, 5.217644445750178]","[318.64898877426884, 159.39508221461625, 118.99749396968829, 100.41081875255085, 89.24306901908466, 81.7686933460316, 76.36908853340212, 72.25377603235351, 68.97009490577247, 66.42461428328446, 64.23822908922462, 62.431892639670686, 60.893301293572456, 59.548843511594725, 58.39589779028778]","[267.6208237344056, 207.99645132642223, 192.08243812772366, 184.46809730528705, 182.28148753662353, 179.99391250213003, 180.17776815254163, 180.12909397948144, 180.97978794800608, 180.67083722862313, 181.71371704873908, 181.53757856981738, 183.0880073073456, 182.90405209016225, 184.49907423106313]"
29/07/2024 17:25,15,15,40,2,16,3,0.0001,0.1,merge,modified,"[6.041889533599882, 5.687761015517257, 5.443955919016963, 5.2650018719376925, 5.148116302854042, 5.060676403368596, 4.991736104406641, 4.936896267368842, 4.889201755457897, 4.847823970493265, 4.811862355440756, 4.77823992728888, 4.747642592841566, 4.720174196970503, 4.696281675635572]","[6.015876402911398, 5.820453195200757, 5.6179608584660565, 5.498952687694336, 5.423767761732318, 5.374632754906785, 5.33490698833756, 5.306088093170256, 5.286903119329269, 5.268419682071899, 5.253818848209736, 5.238027952850975, 5.22842821110727, 5.218203667658436, 5.212142870712603]","[420.6871869366579, 295.2318605270929, 231.35559958542078, 193.44667090719756, 172.10698733929075, 157.69714713812255, 147.19174203371247, 139.33711259395236, 132.8474869338077, 127.46272520131629, 122.96040038428451, 118.89490210439637, 115.31212622744313, 112.1877937395589, 109.53911232210763]","[409.88490587483267, 337.1248023574465, 275.3273789325508, 244.43579754239852, 226.73178652466015, 215.86058401208902, 207.4534523200748, 201.5601994150687, 197.73012963114448, 194.10896605427294, 191.29540345358674, 188.29840269325038, 186.4994352832191, 184.60227900992354, 183.4868257634386]"
29/07/2024 17:54,15,9,40,2,16,3,0.001,0.1,merge,modified,"[5.327259324167086, 4.78497374770434, 4.615910100622918, 4.519641768374172, 4.456091457510673, 4.409436045058794, 4.374919596224724, 4.345914347639251, 4.32222878080746, 4.3024963062493295, 4.2868305016869686, 4.27298578305986, 4.262087044882335, 4.251681968843857, 4.24210000023196]","[5.300272253765875, 5.209513708621314, 5.196642048871255, 5.1832875094034545, 5.194207968849014, 5.173957406163417, 5.184403516919479, 5.186071246005153, 5.173313161039917, 5.1908333047392405, 5.177596261053521, 5.182458380353834, 5.17555943902979, 5.1911143122994154, 5.1885199185757065]","[205.8729691909296, 119.69822068953204, 101.07977945408426, 91.80270545450708, 86.15012875443585, 82.22308031399213, 79.43345254602715, 77.1625586372904, 75.35639415091528, 73.88400077816522, 72.73556751425436, 71.73550282892674, 70.95792139072118, 70.22342668643998, 69.55376149525085]","[200.39135985111832, 183.00504277719892, 180.664559400972, 178.2679061312594, 180.22534216800733, 176.6123832718023, 178.4669655095888, 178.76484838372545, 176.49863824890195, 179.6181672560402, 177.25622081157871, 178.12016029031938, 176.89554887415068, 179.66864841144488, 179.20312133903357]"
29/07/2024 18:31,15,15,40,2,16,5,0.0001,0.1,merge,modified,"[6.037103842896077, 5.671113590018871, 5.380761534709525, 5.187258858952716, 5.056482626272237, 4.958657282499282, 4.880684968923875, 4.815695297339168, 4.760041914370606, 4.711865305097649, 4.66949547551552, 4.631661049944806, 4.5979240775434524, 4.56707750825073, 4.538818638291115]","[6.037995696677057, 5.771744146663854, 5.56481726206141, 5.452483871117158, 5.376940400677604, 5.322239028128083, 5.285997162888769, 5.25627961049088, 5.235249637745105, 5.217492411855538, 5.202854426390471, 5.191110087415835, 5.180163935461483, 5.17210383634551, 5.1642862148138695]","[418.67871796586775, 290.35769385454205, 217.18760836582007, 178.97727794931834, 157.03718528801014, 142.40246119471735, 131.72085768646988, 123.4326048427762, 116.7508193335467, 111.2594993812491, 106.64392438635747, 102.68448659196855, 99.27800813030602, 96.26237229684305, 93.58018274816638]","[419.0522847222023, 321.09728529348445, 261.07749058795997, 233.33702580231747, 216.35928897175677, 204.8420159496899, 197.55107586642663, 191.7667156227358, 187.77597646502954, 184.4710262504262, 181.7904093298232, 179.66788933392576, 177.71194189471083, 176.28532309677618, 174.91256400609927]"
29/07/2024 19:26,15,10,40,2,16,5,0.001,0.1,merge,modified,"[5.2381730173994585, 4.645086358482274, 4.4594627607749455, 4.356107834539171, 4.286839640409012, 4.2365376167461966, 4.1982274629572425, 4.169574406718586, 4.143976393485667, 4.126449458575505, 4.109194384828615, 4.094074058924141, 4.082244739234385, 4.069620271829073, 4.059936350080948]","[5.267890221621759, 5.192721075053109, 5.174729670942134, 5.177092484964829, 5.1735375226051685, 5.176421875035743, 5.179438754078476, 5.176012568620036, 5.179822294025649, 5.171767048981974, 5.181381664852877, 5.1748811140580315, 5.172314438746776, 5.178373178387825, 5.178746258786021]","[188.32572009736285, 104.07235292779728, 86.44105709300199, 77.95313669591667, 72.73623222742582, 69.16795080918293, 66.56823174751688, 64.68791550589438, 63.05304734790244, 61.957549098418255, 60.897637741683454, 59.98377199708553, 59.27838513085173, 58.53473108482418, 57.97062113618553]","[194.00622023605334, 179.9575653520507, 176.7488274736328, 177.16694585514418, 176.53824220228066, 177.04817577079785, 177.58311521990967, 176.975723645137, 177.6512385017047, 176.2259624241036, 177.92847876445512, 176.77559689376767, 176.32245311882693, 177.39398775197276, 177.46018231874075]"
29/07/2024 19:57,15,15,40,2,64,3,0.0001,0.1,merge,modified,"[6.48775268797093, 5.893358516055206, 5.835898386395496, 5.764034412178307, 5.6481331224026885, 5.530904380174784, 5.432439561671637, 5.34627776739988, 5.27160990457471, 5.209271432165318, 5.155667185185346, 5.108714668447756, 5.066497987130015, 5.02910961474862, 4.994250372700069]","[6.164173213211265, 6.126716985895827, 6.047153389131701, 5.970105393512829, 5.8592443417858435, 5.763586601695499, 5.684474229812622, 5.616903392849742, 5.563637616666588, 5.520448018570204, 5.48338579567703, 5.454168888362679, 5.42650610369605, 5.404609478808738, 5.385293830085445]","[657.0451174015889, 362.62111036500625, 342.372178434972, 318.63122901459786, 283.76122355797247, 252.37204812362054, 228.70650904165686, 209.82582197656728, 194.72920567092606, 182.96071033457588, 173.41146573252385, 165.45755033083316, 158.61787172643747, 152.796904000241, 147.5622871935341]","[475.4079194147325, 457.9302985203472, 422.9074619896947, 391.5469350822792, 350.45921654949797, 318.4885745535605, 294.26308961169025, 275.03638358200516, 260.7696933100103, 249.7469033793224, 240.66015562693383, 233.73053415588709, 227.35350654272202, 222.42934014972732, 218.17420083430815]"
29/07/2024 20:29,15,12,40,2,64,3,0.001,0.1,merge,modified,"[5.780104624985851, 5.1670158575211085, 4.899901931700499, 4.741635711695438, 4.636446386675372, 4.561297142286365, 4.500779516222485, 4.454304423419927, 4.415530355080314, 4.3819098645030055, 4.35378184794981, 4.330473025805974, 4.307624109911679, 4.288423084096366, 4.271972530761292]","[5.641580159599717, 5.387848344203588, 5.290536820083051, 5.253260047854604, 5.232021120754448, 5.216430573850064, 5.21086860589079, 5.203395872502713, 5.204629916597057, 5.204357170575374, 5.2050977558703035, 5.201563813396402, 5.2059012820591795, 5.205454674121496, 5.205987066835971]","[323.79306549001797, 175.3906650364796, 134.27661076033897, 114.62153621307965, 103.1770440239613, 95.70754565174767, 90.08732847103413, 85.99631301534838, 82.72570327076834, 79.9906589317196, 77.77202945352424, 75.98021867428731, 74.26383645704254, 72.8514971888925, 71.6628534780729]","[281.90782606974443, 218.73224236958401, 198.4499287274844, 191.18853737538376, 187.170716106985, 184.27525186258214, 183.2531638612904, 181.8888656921998, 182.1134631257997, 182.06379917636752, 182.19868288905866, 181.5559396027293, 182.34514313678082, 182.26372453090906, 182.3607862451445]"
